order_item_id,order_id ,product_id ,quantity ,total_price
1198,690,52,2,38622
1199,604,37,4,8996
1200,228,100,2,52902
1201,904,61,3,397362
1202,1726,1,3,56184
1203,1382,96,1,94837
1204,1966,74,3,169518
1205,567,3,3,267114
1206,459,27,1,76048
1207,1179,75,3,22104
1208,388,51,2,94618
1209,1831,41,2,22228
1210,1975,73,1,90092
1211,1515,97,4,364788
1212,892,82,1,4775
1213,393,46,1,90175
1214,1861,86,1,7664
1215,1040,50,2,70670
1216,1808,16,3,418806
1217,279,42,1,19187
1218,844,92,1,43938
1219,1007,78,1,26269
1220,1104,14,2,214946
1221,305,26,1,31932
1222,1893,98,1,59098
1223,1966,30,3,18435
1224,226,41,1,11114
1225,1569,15,3,371541
1226,1434,49,2,123284
1227,780,95,1,10925
1228,1970,48,1,34196
1229,1813,90,1,48184
1230,507,44,2,24466
1231,1798,3,1,89038
1232,539,85,1,3355
1233,1280,64,3,151830
1234,687,6,4,279920
1235,141,21,1,18328
1236,1505,18,1,5900
1237,1673,77,1,38358
1238,1658,93,2,180890
1239,497,85,1,3355
1240,1618,9,2,215120
1241,158,80,2,30320
1242,1315,51,2,94618
1243,743,21,2,36656
1244,1512,70,1,12040
1245,152,10,1,80954
1246,1292,3,1,89038
1247,181,77,1,38358
1248,1786,51,2,94618
1249,258,36,2,10132
1250,545,47,1,75451
1251,399,44,2,24466
1252,169,91,2,24336
1253,1149,7,2,65422
1254,701,24,1,119477
1255,34,25,1,8607
1256,1386,57,2,133438
1257,557,15,2,247694
1258,586,34,2,32592
1259,146,45,2,166238
1260,1311,81,1,31288
1261,270,76,4,117668
1262,197,65,2,160106
1263,1411,56,2,167002
1264,1382,83,1,8424
1265,732,61,4,529816
1266,1069,33,3,39195
1267,326,52,4,77244
1268,1374,91,2,24336
1269,811,59,2,257800
1270,454,27,2,152096
1271,482,55,1,37525
1272,352,6,2,139960
1273,1800,72,1,28435
1274,1069,97,1,91197
1275,611,63,1,123542
1276,1126,16,3,418806
1277,1906,19,1,19185
1278,1847,37,2,4498
1279,797,10,1,80954
1280,1944,22,1,11986
1281,1849,88,1,2303
1282,1292,51,1,47309
1283,1993,15,1,123847
1284,23,19,2,38370
1285,151,97,2,182394
1286,1153,2,1,39576
1287,1455,94,1,32444
1288,1202,53,4,338996
1289,652,52,3,57933
1290,1312,41,1,11114
1291,672,51,2,94618
1292,1808,39,1,6484
1293,1653,46,1,90175
1294,1097,84,4,11480
1295,115,77,1,38358
1296,1859,5,1,72645
1297,1565,35,2,32854
1298,584,16,4,558408
1299,299,100,2,52902
1300,298,62,1,99242
1301,1502,32,2,43320
1302,1436,33,3,39195
1303,1512,66,2,75834
1304,1210,63,1,123542
1305,165,69,3,40689
1306,417,39,1,6484
1307,819,72,3,85305
1308,1044,64,3,151830
1309,1072,40,4,346396
1310,1221,28,1,14657
1311,1042,52,1,19311
1312,1017,9,4,430240
1313,594,35,4,65708
1314,1338,19,1,19185
1315,1568,43,4,46724
1316,1141,61,2,264908
1317,1471,78,1,26269
1318,1737,39,2,12968
1319,214,31,1,54837
1320,153,87,1,19236
1321,319,34,1,16296
1322,198,47,1,75451
1323,752,23,2,72910
1324,1980,10,1,80954
1325,1307,92,1,43938
1326,1283,35,1,16427
1327,1279,60,1,46145
1328,1924,74,2,113012
1329,782,7,2,65422
1330,1607,43,4,46724
1331,959,36,2,10132
1332,1482,84,1,2870
1333,902,98,1,59098
1334,1807,55,2,75050
1335,1586,71,3,23367
1336,293,31,2,109674
1337,921,86,1,7664
1338,415,86,2,15328
1339,1048,54,2,29200
1340,1096,96,2,189674
1341,1450,20,2,36572
1342,284,55,1,37525
1343,394,4,2,55966
1344,286,79,2,52872
1345,1253,24,1,119477
1346,647,18,2,11800
1347,58,90,2,96368
1348,1453,62,1,99242
1349,1572,22,4,47944
1350,1640,67,1,30927
1351,1399,2,3,118728
1352,49,93,1,90445
1353,1733,56,1,83501
1354,1405,62,1,99242
1355,866,82,2,9550
1356,102,28,1,14657
1357,1845,97,1,91197
1358,1356,74,1,56506
1359,1322,7,4,130844
1360,1114,31,2,109674
1361,1206,24,2,238954
1362,285,72,4,113740
1363,483,70,1,12040
1364,1846,49,2,123284
1365,679,90,1,48184
1366,1501,82,1,4775
1367,1692,64,1,50610
1368,1615,2,3,118728
1369,405,94,1,32444
1370,507,73,3,270276
1371,772,11,1,85699
1372,1351,15,1,123847
1373,1095,90,2,96368
1374,1123,25,2,17214
1375,266,88,2,4606
1376,461,28,2,29314
1377,1005,25,1,8607
1378,1870,84,2,5740
1379,1882,52,4,77244
1380,553,6,1,69980
1381,426,32,1,21660
1382,99,99,1,5492
1383,1927,52,1,19311
1384,189,2,2,79152
1385,573,35,1,16427
1386,96,15,1,123847
1387,466,1,2,37456
1388,20,10,1,80954
1389,1926,85,2,6710
1390,440,87,2,38472
1391,1004,7,1,32711
1392,1176,12,2,239884
1393,1016,49,4,246568
1394,1274,92,2,87876
1395,632,80,1,15160
1396,232,23,2,72910
1397,1884,80,1,15160
1398,107,42,3,57561
1399,562,64,2,101220
1400,37,58,1,102455
1401,1343,66,3,113751
1402,1023,15,2,247694
1403,214,72,1,28435
1404,1418,4,1,27983
1405,1526,37,1,2249
1406,1658,35,3,49281
1407,610,39,2,12968
1408,671,53,1,84749
1409,384,92,1,43938
1410,234,33,4,52260
1411,1414,16,3,418806
1412,1420,87,1,19236
1413,325,46,3,270525
1414,1045,69,1,13563
1415,772,87,2,38472
1416,1655,12,1,119942
1417,1242,71,1,7789
1418,901,3,1,89038
1419,1318,43,2,23362
1420,1593,68,1,6469
1421,1059,89,1,8642
1422,1623,40,1,86599
1423,1093,13,3,233328
1424,1450,91,1,12168
1425,590,40,2,173198
1426,939,16,3,418806
1427,714,56,1,83501
1428,1562,78,1,26269
1429,336,90,1,48184
1430,1107,95,2,21850
1431,475,50,2,70670
1432,714,52,1,19311
1433,1946,15,1,123847
1434,1054,60,2,92290
1435,1277,39,2,12968
1436,1863,12,3,359826
1437,338,54,1,14600
1438,829,68,1,6469
1439,1269,63,1,123542
1440,1545,2,4,158304
1441,1685,32,2,43320
1442,853,53,2,169498
1443,1948,64,3,151830
1444,1517,38,1,14877
1445,1599,99,1,5492
1446,80,95,1,10925
1447,51,13,1,77776
1448,453,49,4,246568
1449,1255,85,1,3355
1450,14,57,1,66719
1451,1590,60,1,46145
1452,1283,69,1,13563
1453,416,25,4,34428
1454,1005,20,3,54858
1455,1789,96,1,94837
1456,1913,12,1,119942
1457,929,13,1,77776
1458,192,24,1,119477
1459,1459,5,3,217935
1460,779,34,3,48888
1461,1690,91,1,12168
1462,46,100,4,105804
1463,768,81,2,62576
1464,786,29,3,71292
1465,28,29,1,23764
1466,1720,85,1,3355
1467,1919,75,4,29472
1468,636,71,1,7789
1469,1,46,1,90175
1470,1978,30,1,6145
1471,1186,17,3,118716
1472,544,35,2,32854
1473,3,60,1,46145
1474,1801,46,1,90175
1475,1765,81,2,62576
1476,39,64,2,101220
1477,627,91,1,12168
1478,1892,14,1,107473
1479,1475,64,2,101220
1480,326,8,3,178560
1481,215,83,1,8424
1482,1233,91,3,36504
1483,672,75,2,14736
1484,1402,96,1,94837
1485,85,10,1,80954
1486,1125,28,3,43971
1487,649,89,2,17284
1488,285,72,2,56870
1489,419,6,1,69980
1490,1397,94,3,97332
1491,833,49,4,246568
1492,332,83,1,8424
1493,505,65,1,80053
1494,525,43,2,23362
1495,380,88,2,4606
1496,1297,15,1,123847
1497,427,6,1,69980
1498,1080,59,3,386700
1499,1435,40,1,86599
1500,97,64,3,151830
1501,1021,65,1,80053
1502,547,12,1,119942
1503,92,40,1,86599
1504,887,78,3,78807
1505,958,83,2,16848
1506,1737,67,1,30927
1507,122,32,1,21660
1508,594,17,2,79144
1509,1727,31,1,54837
1510,1202,16,1,139602
1511,343,100,1,26451
1512,1299,80,2,30320
1513,1051,76,2,58834
1514,1730,77,2,76716
1515,1486,68,3,19407
1516,586,20,3,54858
1517,1525,92,1,43938
1518,1478,2,2,79152
1519,1307,50,1,35335
1520,1783,95,3,32775
1521,1201,84,2,5740
1522,1592,3,2,178076
1523,532,90,1,48184
1524,1735,80,1,15160
1525,356,57,2,133438
1526,1846,84,1,2870
1527,1160,11,1,85699
1528,644,19,1,19185
1529,853,73,1,90092
1530,154,5,4,290580
1531,943,22,1,11986
1532,1467,10,4,323816
1533,991,58,2,204910
1534,1430,97,1,91197
1535,171,25,1,8607
1536,527,53,2,169498
1537,946,96,3,284511
1538,252,49,1,61642
1539,1232,72,2,56870
1540,1928,84,3,8610
1541,1075,11,1,85699
1542,1096,34,1,16296
1543,1218,76,2,58834
1544,268,5,1,72645
1545,955,12,1,119942
1546,13,43,1,11681
1547,89,78,2,52538
1548,1491,53,1,84749
1549,231,76,2,58834
1550,88,17,1,39572
1551,909,25,1,8607
1552,356,60,1,46145
1553,518,96,2,189674
1554,1456,72,2,56870
1555,1102,90,2,96368
1556,1166,3,1,89038
1557,1089,58,3,307365
1558,1711,97,3,273591
1559,1857,45,1,83119
1560,1338,38,1,14877
1561,1926,90,1,48184
1562,535,53,1,84749
1563,176,41,2,22228
1564,1460,80,1,15160
1565,746,89,1,8642
1566,168,34,1,16296
1567,918,12,4,479768
1568,1563,47,1,75451
1569,902,2,2,79152
1570,1068,99,4,21968
1571,154,22,2,23972
1572,1204,9,2,215120
1573,416,93,1,90445
1574,326,91,1,12168
1575,1702,95,1,10925
1576,48,9,1,107560
1577,224,79,3,79308
1578,384,10,2,161908
1579,97,56,1,83501
1580,467,97,4,364788
1581,154,56,1,83501
1582,290,57,1,66719
1583,1028,32,1,21660
1584,977,92,2,87876
1585,1165,41,1,11114
1586,241,35,1,16427
1587,83,30,1,6145
1588,1897,76,2,58834
1589,1578,23,1,36455
1590,1592,22,2,23972
1591,230,48,2,68392
1592,665,93,1,90445
1593,1226,24,2,238954
1594,694,95,1,10925
1595,237,95,1,10925
1596,1494,98,2,118196
1597,464,69,2,27126
1598,155,84,1,2870
1599,1522,67,1,30927
1600,887,78,1,26269
1601,577,54,1,14600
1602,1615,23,1,36455
1603,677,49,3,184926
1604,849,91,1,12168
1605,1364,66,2,75834
1606,197,90,1,48184
1607,1999,26,3,95796
1608,334,8,3,178560
1609,277,16,2,279204
1610,325,88,3,6909
1611,1915,16,4,558408
1612,1148,74,1,56506
1613,1871,98,1,59098
1614,830,51,2,94618
1615,1149,78,3,78807
1616,7,28,2,29314
1617,1058,35,1,16427
1618,1195,82,1,4775
1619,1238,32,3,64980
1620,695,46,4,360700
1621,1380,79,1,26436
1622,202,69,4,54252
1623,1681,91,4,48672
1624,1240,69,2,27126
1625,668,100,2,52902
1626,921,67,1,30927
1627,1911,64,3,151830
1628,570,54,1,14600
1629,1510,27,4,304192
1630,100,13,1,77776
1631,1406,14,1,107473
1632,6,45,1,83119
1633,1646,3,2,178076
1634,885,9,1,107560
1635,1179,67,2,61854
1636,538,72,4,113740
1637,127,35,1,16427
1638,1396,85,1,3355
1639,909,78,3,78807
1640,1869,31,1,54837
1641,1075,59,2,257800
1642,1171,37,4,8996
1643,1536,8,2,119040
1644,1614,96,1,94837
1645,1707,80,2,30320
1646,1986,83,1,8424
1647,1904,16,1,139602
1648,942,15,1,123847
1649,905,14,2,214946
1650,360,98,2,118196
1651,1641,90,2,96368
1652,905,58,2,204910
1653,25,92,2,87876
1654,1327,2,4,158304
1655,592,97,1,91197
1656,1202,24,1,119477
1657,653,63,1,123542
1658,1536,5,1,72645
1659,691,11,1,85699
1660,1315,52,2,38622
1661,1842,47,2,150902
1662,1128,23,3,109365
1663,998,9,1,107560
1664,896,58,2,204910
1665,1857,87,2,38472
1666,1126,11,3,257097
1667,863,18,1,5900
1668,236,64,2,101220
1669,443,16,2,279204
1670,560,10,1,80954
1671,499,22,2,23972
1672,1675,33,3,39195
1673,415,77,1,38358
1674,1476,20,1,18286
1675,304,5,1,72645
1676,46,76,2,58834
1677,793,71,2,15578
1678,596,89,1,8642
1679,1731,90,4,192736
1680,1227,90,4,192736
1681,427,89,1,8642
1682,1658,84,1,2870
1683,1452,63,2,247084
1684,912,17,3,118716
1685,1823,81,1,31288
1686,435,43,1,11681
1687,129,21,3,54984
1688,794,33,1,13065
1689,460,12,1,119942
1690,1621,80,2,30320
1691,351,14,3,322419
1692,738,41,2,22228
1693,1319,39,1,6484
1694,99,10,3,242862
1695,1656,92,2,87876
1696,960,35,2,32854
1697,983,35,2,32854
1698,35,36,1,5066
1699,1365,61,1,132454
1700,27,2,2,79152
1701,79,49,2,123284
1702,1021,79,2,52872
1703,291,81,1,31288
1704,740,68,1,6469
1705,117,78,4,105076
1706,581,83,2,16848
1707,238,23,2,72910
1708,1324,34,2,32592
1709,221,56,4,334004
1710,162,60,1,46145
1711,759,58,1,102455
1712,292,87,1,19236
1713,1966,72,3,85305
1714,446,58,3,307365
1715,153,11,2,171398
1716,1645,55,1,37525
1717,1472,51,1,47309
1718,1020,26,1,31932
1719,653,78,1,26269
1720,1177,65,2,160106
1721,587,68,1,6469
1722,815,2,2,79152
1723,1636,1,1,18728
1724,258,86,4,30656
1725,264,46,2,180350
1726,1722,21,3,54984
1727,1495,24,4,477908
1728,162,90,1,48184
1729,272,84,3,8610
1730,139,68,1,6469
1731,1204,64,1,50610
1732,82,46,2,180350
1733,338,64,1,50610
1734,746,15,3,371541
1735,905,21,1,18328
1736,1087,96,4,379348
1737,1166,13,2,155552
1738,481,64,1,50610
1739,869,49,3,184926
1740,1436,69,2,27126
1741,108,25,2,17214
1742,454,72,2,56870
1743,477,56,1,83501
1744,1103,7,1,32711
1745,1181,8,1,59520
1746,1671,6,2,139960
1747,162,81,2,62576
1748,1969,51,1,47309
1749,731,91,1,12168
1750,439,99,3,16476
1751,1950,34,2,32592
1752,1651,52,1,19311
1753,1971,77,1,38358
1754,274,52,1,19311
1755,618,37,1,2249
1756,636,55,3,112575
1757,1169,56,1,83501
1758,1162,93,1,90445
1759,198,84,4,11480
1760,1588,55,1,37525
1761,1678,73,3,270276
1762,648,54,4,58400
1763,1819,17,1,39572
1764,1326,60,2,92290
1765,516,3,1,89038
1766,918,67,1,30927
1767,850,57,2,133438
1768,668,29,3,71292
1769,295,30,2,12290
1770,1796,100,2,52902
1771,1590,78,1,26269
1772,1075,86,1,7664
1773,383,86,2,15328
1774,1454,76,3,88251
1775,314,19,1,19185
1776,907,46,1,90175
1777,19,5,2,145290
1778,270,36,1,5066
1779,1041,58,3,307365
1780,249,46,4,360700
1781,677,69,1,13563
1782,618,27,2,152096
1783,4,27,2,152096
1784,256,5,1,72645
1785,912,8,3,178560
1786,173,43,1,11681
1787,1259,9,1,107560
1788,1531,87,3,57708
1789,1649,32,3,64980
1790,802,16,1,139602
1791,1263,73,1,90092
1792,9,78,2,52538
1793,1048,43,2,23362
1794,481,98,2,118196
1795,1284,17,1,39572
1796,712,61,2,264908
1797,1766,93,3,271335
1798,1037,33,1,13065
1799,1806,23,1,36455
1800,885,47,2,150902
1801,739,68,2,12938
1802,1995,39,1,6484
1803,576,34,1,16296
1804,235,67,1,30927
1805,1804,99,2,10984
1806,801,54,4,58400
1807,639,89,1,8642
1808,1939,64,1,50610
1809,1253,76,1,29417
1810,931,7,2,65422
1811,403,87,2,38472
1812,146,59,4,515600
1813,695,80,1,15160
1814,251,74,1,56506
1815,678,71,2,15578
1816,208,7,1,32711
1817,708,89,1,8642
1818,571,61,1,132454
1819,1610,59,1,128900
1820,1071,6,1,69980
1821,1077,81,2,62576
1822,653,95,2,21850
1823,1388,4,2,55966
1824,442,65,1,80053
1825,1304,58,1,102455
1826,1850,33,1,13065
1827,1941,62,2,198484
1828,1179,8,3,178560
1829,1236,56,1,83501
1830,866,23,3,109365
1831,911,22,3,35958
1832,1166,89,2,17284
1833,1997,89,3,25926
1834,836,49,2,123284
1835,665,63,2,247084
1836,1911,50,2,70670
1837,1496,1,1,18728
1838,1265,28,1,14657
1839,391,54,1,14600
1840,1601,15,1,123847
1841,1085,21,1,18328
1842,1714,18,1,5900
1843,61,29,2,47528
1844,698,93,1,90445
1845,462,91,2,24336
1846,466,21,2,36656
1847,1093,80,4,60640
1848,1887,31,2,109674
1849,1651,93,2,180890
1850,1064,17,3,118716
1851,1587,33,3,39195
1852,1527,18,4,23600
1853,825,39,2,12968
1854,254,52,1,19311
1855,1031,45,1,83119
1856,62,66,1,37917
1857,974,7,4,130844
1858,1466,46,4,360700
1859,1240,14,2,214946
1860,872,14,4,429892
1861,926,21,1,18328
1862,1047,10,3,242862
1863,1409,27,2,152096
1864,295,16,1,139602
1865,1606,79,1,26436
1866,1460,71,1,7789
1867,1264,34,2,32592
1868,272,47,1,75451
1869,1101,96,1,94837
1870,1114,88,3,6909
1871,1743,54,4,58400
1872,242,50,2,70670
1873,1462,87,1,19236
1874,8,2,1,39576
1875,1986,13,2,155552
1876,319,81,1,31288
1877,1535,79,2,52872
1878,207,68,1,6469
1879,301,6,2,139960
1880,260,32,1,21660
1881,1608,6,1,69980
1882,998,51,1,47309
1883,50,57,2,133438
1884,376,59,1,128900
1885,1334,78,1,26269
1886,1284,11,3,257097
1887,674,97,1,91197
1888,1352,78,2,52538
1889,560,47,1,75451
1890,1104,90,1,48184
1891,1286,12,1,119942
1892,1762,3,2,178076
1893,679,47,4,301804
1894,18,77,2,76716
1895,1050,38,3,44631
1896,1981,9,1,107560
1897,369,11,1,85699
1898,654,46,3,270525
1899,1653,49,1,61642
1900,1030,25,1,8607
1901,1966,63,4,494168
1902,520,1,4,74912
1903,1393,21,2,36656
1904,100,68,1,6469
1905,910,68,1,6469
1906,1755,33,2,26130
1907,374,84,3,8610
1908,1890,15,2,247694
1909,1993,45,1,83119
1910,1364,32,2,43320
1911,1928,63,1,123542
1912,567,43,3,35043
1913,270,83,1,8424
1914,1865,93,1,90445
1915,771,75,1,7368
1916,1677,22,1,11986
1917,1378,15,2,247694
1918,1461,33,2,26130
1919,302,46,3,270525
1920,821,54,1,14600
1921,682,50,2,70670
1922,786,11,1,85699
1923,1813,24,2,238954
1924,402,20,2,36572
1925,788,93,2,180890
1926,679,70,1,12040
1927,1544,76,1,29417
1928,1208,37,1,2249
1929,414,35,4,65708
1930,1555,21,1,18328
1931,1477,43,3,35043
1932,1113,58,1,102455
1933,533,72,1,28435
1934,1033,67,1,30927
1935,1279,8,1,59520
1936,1379,36,1,5066
1937,852,57,1,66719
1938,715,45,2,166238
1939,1711,10,3,242862
1940,66,76,1,29417
1941,1425,17,1,39572
1942,585,36,2,10132
1943,1292,32,2,43320
1944,848,42,1,19187
1945,765,61,2,264908
1946,1529,27,4,304192
1947,211,34,1,16296
1948,14,32,1,21660
1949,802,88,1,2303
1950,1017,78,2,52538
1951,1682,38,4,59508
1952,495,57,1,66719
1953,1659,36,4,20264
1954,651,32,2,43320
1955,695,67,3,92781
1956,334,74,1,56506
1957,1868,6,1,69980
1958,1216,3,1,89038
1959,97,83,1,8424
1960,1277,81,1,31288
1961,713,71,1,7789
1962,173,59,3,386700
1963,905,90,1,48184
1964,1536,50,2,70670
1965,654,23,1,36455
1966,1572,30,1,6145
1967,1638,83,2,16848
1968,213,92,2,87876
1969,1816,32,1,21660
1970,107,59,2,257800
1971,1527,90,1,48184
1972,331,84,1,2870
1973,706,69,2,27126
1974,1719,17,2,79144
1975,853,61,4,529816
1976,1703,86,2,15328
1977,648,78,2,52538
1978,360,34,3,48888
1979,1303,34,4,65184
1980,351,45,1,83119
1981,1082,78,2,52538
1982,486,15,1,123847
1983,392,11,1,85699
1984,475,35,1,16427
1985,1445,78,4,105076
1986,1882,30,4,24580
1987,1885,22,2,23972
1988,56,72,3,85305
1989,652,68,1,6469
1990,1888,42,1,19187
1991,867,93,4,361780
1992,868,71,3,23367
1993,948,60,2,92290
1994,944,59,2,257800
1995,461,97,4,364788
1996,773,5,3,217935
1997,964,99,1,5492
1998,717,33,2,26130
1999,867,66,2,75834
2000,1436,49,1,61642
2001,845,98,2,118196
2002,611,54,1,14600
2003,219,14,1,107473
2004,1143,44,1,12233
2005,639,4,1,27983
2006,1404,58,1,102455
2007,1564,90,3,144552
2008,167,95,1,10925
2009,1310,23,1,36455
2010,1078,92,1,43938
2011,596,27,1,76048
2012,1401,79,2,52872
2013,754,83,1,8424
2014,1286,66,2,75834
2015,218,52,1,19311
2016,1018,7,1,32711
2017,318,57,3,200157
2018,636,51,1,47309
2019,1156,54,4,58400
2020,1215,93,2,180890
2021,979,78,2,52538
2022,1884,27,1,76048
2023,151,85,1,3355
2024,1488,62,1,99242
2025,1245,2,3,118728
2026,1733,1,1,18728
2027,989,90,4,192736
2028,1985,62,3,297726
2029,1170,55,1,37525
2030,636,5,1,72645
2031,917,95,1,10925
2032,1644,74,1,56506
2033,1990,31,4,219348
2034,492,65,2,160106
2035,522,27,4,304192
2036,270,80,2,30320
2037,57,40,2,173198
2038,987,76,1,29417
2039,1076,51,4,189236
2040,710,59,4,515600
2041,1705,79,1,26436
2042,789,31,2,109674
2043,1023,77,1,38358
2044,824,59,1,128900
2045,1003,18,1,5900
2046,1047,86,1,7664
2047,1068,22,1,11986
2048,1858,7,1,32711
2049,1920,57,2,133438
2050,309,92,1,43938
2051,1168,53,2,169498
2052,1008,5,3,217935
2053,1838,83,1,8424
2054,850,70,1,12040
2055,1381,30,1,6145
2056,1701,7,1,32711
2057,1989,38,2,29754
2058,1220,69,3,40689
2059,628,52,3,57933
2060,1739,12,2,239884
2061,1514,64,1,50610
2062,822,37,1,2249
2063,1618,34,2,32592
2064,1266,5,4,290580
2065,429,39,4,25936
2066,1937,31,2,109674
2067,1838,85,1,3355
2068,1369,98,2,118196
2069,414,9,1,107560
2070,1573,91,1,12168
2071,1114,84,1,2870
2072,1659,52,1,19311
2073,809,42,1,19187
2074,598,79,1,26436
2075,1453,83,2,16848
2076,1651,95,2,21850
2077,1001,4,1,27983
2078,1488,47,1,75451
2079,1781,13,1,77776
2080,1835,21,1,18328
2081,1445,18,1,5900
2082,189,97,2,182394
2083,1242,51,2,94618
2084,1294,34,1,16296
2085,1023,73,1,90092
2086,1969,64,1,50610
2087,592,81,1,31288
2088,1895,11,1,85699
2089,844,73,2,180184
2090,1930,79,1,26436
2091,90,34,4,65184
2092,1150,56,1,83501
2093,95,89,2,17284
2094,917,81,1,31288
2095,921,83,2,16848
2096,1109,71,1,7789
2097,1884,98,2,118196
2098,1170,40,1,86599
2099,1532,72,3,85305
2100,397,75,2,14736
2101,868,98,1,59098
2102,1647,56,1,83501
2103,1353,58,2,204910
2104,1928,58,1,102455
2105,828,98,2,118196
2106,587,65,1,80053
2107,445,23,1,36455
2108,948,80,2,30320
2109,1022,40,1,86599
2110,1219,1,1,18728
2111,971,95,4,43700
2112,1712,92,2,87876
2113,308,76,1,29417
2114,1195,69,2,27126
2115,177,49,2,123284
2116,336,64,1,50610
2117,1968,41,1,11114
2118,1407,88,1,2303
2119,472,41,1,11114
2120,1654,19,1,19185
2121,278,53,1,84749
2122,252,49,3,184926
2123,1190,83,1,8424
2124,1143,74,3,169518
2125,1386,32,1,21660
2126,1720,55,1,37525
2127,141,65,2,160106
2128,480,49,4,246568
2129,1267,5,4,290580
2130,1154,24,2,238954
2131,56,90,1,48184
2132,1807,21,2,36656
2133,449,99,4,21968
2134,1810,96,2,189674
2135,248,37,2,4498
2136,36,79,1,26436
2137,1463,96,1,94837
2138,421,5,3,217935
2139,1464,97,1,91197
2140,1500,19,2,38370
2141,908,36,2,10132
2142,436,62,1,99242
2143,526,54,2,29200
2144,1673,37,1,2249
2145,1721,66,1,37917
2146,327,6,2,139960
2147,1283,24,1,119477
2148,157,85,2,6710
2149,1139,11,1,85699
2150,488,56,1,83501
2151,1083,50,1,35335
2152,656,92,1,43938
2153,685,54,1,14600
2154,65,32,1,21660
2155,540,4,2,55966
2156,266,58,1,102455
2157,1582,59,1,128900
2158,874,66,2,75834
2159,918,99,2,10984
2160,1166,18,4,23600
2161,916,100,1,26451
2162,625,49,1,61642
2163,1252,52,3,57933
2164,891,67,2,61854
2165,585,33,2,26130
2166,289,89,1,8642
2167,1270,82,1,4775
2168,1758,65,1,80053
2169,610,32,3,64980
2170,943,30,1,6145
2171,527,40,2,173198
2172,212,48,3,102588
2173,1831,96,1,94837
2174,743,89,1,8642
2175,1832,53,2,169498
2176,397,76,2,58834
2177,1334,65,1,80053
2178,1776,21,1,18328
2179,929,53,1,84749
2180,325,57,1,66719
2181,49,32,1,21660
2182,1239,84,4,11480
2183,1641,21,1,18328
2184,1830,40,2,173198
2185,1518,42,1,19187
2186,1336,23,1,36455
2187,1049,67,2,61854
2188,9,14,2,214946
2189,1602,88,2,4606
2190,1115,95,3,32775
2191,140,11,4,342796
2192,1689,100,1,26451
2193,768,21,1,18328
2194,868,95,1,10925
2195,288,56,4,334004
2196,368,6,3,209940
2197,1439,23,1,36455
2198,1294,4,1,27983
2199,777,29,3,71292
2200,884,92,1,43938
2201,1063,41,4,44456
2202,1458,58,1,102455
2203,1582,67,4,123708
2204,156,41,1,11114
2205,680,53,1,84749
2206,456,17,4,158288
2207,1817,82,2,9550
2208,853,24,2,238954
2209,1972,34,1,16296
2210,327,39,4,25936
2211,253,58,2,204910
2212,1389,47,1,75451
2213,318,70,1,12040
2214,747,20,3,54858
2215,1936,58,1,102455
2216,1882,72,1,28435
2217,382,56,1,83501
2218,1701,85,2,6710
2219,1434,72,2,56870
2220,515,44,1,12233
2221,931,39,1,6484
2222,874,23,4,145820
2223,1755,26,2,63864
2224,1140,93,1,90445
2225,737,64,2,101220
2226,1062,96,1,94837
2227,1681,13,2,155552
2228,1439,47,4,301804
2229,325,88,3,6909
2230,1714,54,2,29200
2231,1785,20,2,36572
2232,1035,9,2,215120
2233,779,36,3,15198
2234,1527,26,1,31932
2235,1329,13,2,155552
2236,765,2,2,79152
2237,593,87,2,38472
2238,1978,40,1,86599
2239,1069,55,1,37525
2240,1786,100,4,105804
2241,59,13,1,77776
2242,846,76,1,29417
2243,583,55,1,37525
2244,1838,34,4,65184
2245,54,10,3,242862
2246,288,79,1,26436
2247,1488,15,1,123847
2248,1202,90,3,144552
2249,485,29,4,95056
2250,190,46,2,180350
2251,298,28,1,14657
2252,1277,23,1,36455
2253,1985,51,1,47309
2254,1792,29,2,47528
2255,956,85,1,3355
2256,1109,22,2,23972
2257,986,80,2,30320
2258,436,54,2,29200
2259,1868,22,3,35958
2260,214,64,1,50610
2261,158,2,1,39576
2262,229,85,3,10065
2263,1394,5,4,290580
2264,809,60,3,138435
2265,829,43,1,11681
2266,969,77,1,38358
2267,371,2,1,39576
2268,1355,41,1,11114
2269,1333,40,3,259797
2270,627,27,1,76048
2271,1726,6,1,69980
2272,674,82,1,4775
2273,924,61,2,264908
2274,298,54,1,14600
2275,245,95,1,10925
2276,1592,23,2,72910
2277,415,34,2,32592
2278,740,52,1,19311
2279,1856,60,1,46145
2280,879,6,1,69980
2281,1503,96,2,189674
2282,1206,9,3,322680
2283,503,19,2,38370
2284,1363,46,1,90175
2285,469,97,2,182394
2286,1977,83,1,8424
2287,600,32,1,21660
2288,14,82,2,9550
2289,983,62,1,99242
2290,35,50,3,106005
2291,1827,49,2,123284
2292,1701,17,2,79144
2293,1722,17,1,39572
2294,1096,89,3,25926
2295,11,32,4,86640
2296,1959,88,1,2303
2297,478,39,1,6484
2298,658,47,2,150902
2299,1161,89,1,8642
2300,1598,34,2,32592
2301,1271,90,2,96368
2302,974,53,1,84749
2303,914,53,1,84749
2304,1791,70,3,36120
2305,623,59,1,128900
2306,1435,19,2,38370
2307,684,6,1,69980
2308,1617,59,3,386700
2309,1642,42,1,19187
2310,1084,97,2,182394
2311,1745,57,3,200157
2312,66,73,1,90092
2313,1673,47,1,75451
2314,1194,57,1,66719
2315,488,15,1,123847
